num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,long_name,conc,area,ref,ref_sd,temp_coef,tc_mean,tc_rd,mean,stdv,min,max,temp
,4,PH036,MRF,27/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,S3000T2MnCl2-7,0.1353,80,63.42,0.6,1.41,64.49,1.694770404,66.525,6.504,50,84,21.44
,4,PH036,MRF,27/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,S3000T2MnCl2-8,0.193,80,44.24,0.42,0.88,43.64,-1.357276053,44.9,5.15,36,56,21.44
,5,PH039,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,MESET2MnCl2-1,0.0108,80,1928.33,18.13,9.99,586.67,-69.57615716,604.05,9.045,575,635,21.74
,5,PH039,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,MESET2MnCl2-2,0.0181,80,379.48,3.57,7.33,397.79,4.824903258,410.55,5.654,391,423,21.74
,5,PH039,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,MESET2MnCl2-3,0.0282,80,267.29,2.51,5.24,276.87,3.585859962,285.988,3.922,276,293,21.74
,5,PH039,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,MESET2MnCl2-4,0.0434,80,175.05,1.65,3.45,186.59,6.591866144,192.588,2.876,186,197,21.74
,5,PH039,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,MESET2MnCl2-5,0.0626,80,166.9,1.57,2.55,135.89,-18.57722689,140.338,2.294,135,144,21.74
,5,PH039,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,MESET2MnCl2-6,0.0934,80,88.89,0.84,1.71,94.37,6.16088712,97.338,1.882,93,100,21.74
,5,PH039,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,MESET2MnCl2-7,0.1353,80,63.42,0.6,1.18,65.16,2.748974888,67.213,1.659,63,70,21.74
,5,PH039,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,MESET2MnCl2-8,0.193,80,44.24,0.42,0.85,47.59,7.572305595,49.075,1.565,45,53,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,S1500T2MnCl2-1,0.0108,80,1928.33,18.13,5.42,535.57,-72.22612291,545,30.398,500,600,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,S1500T2MnCl2-2,0.0181,80,379.48,3.57,5.63,337.71,-11.00771068,347.5,27.444,300,400,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,S1500T2MnCl2-3,0.0282,80,267.29,2.51,3.2,243.44,-8.922666082,249,16.351,220,280,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,S1500T2MnCl2-4,0.0434,80,175.05,1.65,2.02,195.6,11.74081147,199.125,16.55,170,240,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,S1500T2MnCl2-5,0.0626,80,166.9,1.57,1.67,136.79,-18.04330233,139.688,11.033,120,170,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,S1500T2MnCl2-6,0.0934,80,88.89,0.84,1.45,96.09,8.094908435,98.6,7.543,82,115,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,S1500T2MnCl2-7,0.1353,80,63.42,0.6,1.42,69.87,10.17349214,72.35,8.093,54,90,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,S1500T2MnCl2-8,0.193,80,44.24,0.42,0.91,45.19,2.141428064,46.775,6.344,36,62,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,S3000T2MnCl2-1,0.0108,80,1928.33,18.13,7.24,524.9,-72.77958617,537.5,36.02,450,600,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,S3000T2MnCl2-2,0.0181,80,379.48,3.57,5.38,331.88,-12.54218634,341.25,29.095,290,400,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,S3000T2MnCl2-3,0.0282,80,267.29,2.51,3.66,247.76,-7.307379654,254.125,17.335,210,300,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,S3000T2MnCl2-4,0.0434,80,175.05,1.65,2.66,195.87,11.89425782,200.5,16.831,160,240,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,S3000T2MnCl2-5,0.0626,80,166.9,1.57,1.93,132.51,-20.60561285,135.875,12.447,110,170,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,S3000T2MnCl2-6,0.0934,80,88.89,0.84,1.56,92.39,3.937298967,95.112,7.29,76,110,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,S3000T2MnCl2-7,0.1353,80,63.42,0.6,1.41,65.22,2.841169867,67.675,6.799,52,86,21.74
,5,PH039,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,S3000T2MnCl2-8,0.193,80,44.24,0.42,0.88,42.75,-3.363595243,44.275,4.76,34,56,21.74
,6,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,MESET2MnCl2-1,0.0108,80,1928.33,18.13,9.99,584.08,-69.71063647,597.362,8.43,562,614,21.33
,6,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,MESET2MnCl2-2,0.0181,80,379.48,3.57,7.33,402.07,5.953230015,411.825,4.339,400,423,21.33
,6,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,MESET2MnCl2-3,0.0282,80,267.29,2.51,5.24,278.32,4.127369079,285.288,3.705,276,292,21.33
,6,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,MESET2MnCl2-4,0.0434,80,175.05,1.65,3.45,187.8,7.284549912,192.387,2.688,186,196,21.33
,6,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,MESET2MnCl2-5,0.0626,80,166.9,1.57,2.55,137.2,-17.79292127,140.6,2.144,135,144,21.33
,6,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,MESET2MnCl2-6,0.0934,80,88.89,0.84,1.71,95.54,7.48184745,97.812,1.714,93,100,21.33
,6,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,MESET2MnCl2-7,0.1353,80,63.42,0.6,1.18,66.08,4.199545297,67.65,1.568,64,71,21.33
,6,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,MESET2MnCl2-8,0.193,80,44.24,0.42,0.85,48.3,9.18378078,49.438,1.5,45,53,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,S1500T2MnCl2-1,0.0108,80,1928.33,18.13,5.42,547.79,-71.59233413,555,37.82,450,650,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,S1500T2MnCl2-2,0.0181,80,379.48,3.57,5.63,344.39,-9.24679453,351.875,28.064,300,400,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,S1500T2MnCl2-3,0.0282,80,267.29,2.51,3.2,249.25,-6.749007438,253.5,15.187,220,290,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,S1500T2MnCl2-4,0.0434,80,175.05,1.65,2.02,191.06,9.144446855,193.75,15.539,170,230,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,S1500T2MnCl2-5,0.0626,80,166.9,1.57,1.67,134.97,-19.13145775,137.188,12.6,110,170,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,S1500T2MnCl2-6,0.0934,80,88.89,0.84,1.45,97.49,9.674930958,99.412,9.243,78,120,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,S1500T2MnCl2-7,0.1353,80,63.42,0.6,1.42,66.56,4.944683856,68.45,8.261,48,86,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,S1500T2MnCl2-8,0.193,80,44.24,0.42,0.91,44.84,1.348248246,46.05,5.296,36,60,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,S3000T2MnCl2-1,0.0108,80,1928.33,18.13,7.24,547.87,-71.5884464,557.5,37.4,500,650,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,S3000T2MnCl2-2,0.0181,80,379.48,3.57,5.38,343.47,-9.490189846,350.625,32.31,300,450,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,S3000T2MnCl2-3,0.0282,80,267.29,2.51,3.66,248.51,-7.026693735,253.375,14.491,220,290,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,S3000T2MnCl2-4,0.0434,80,175.05,1.65,2.66,188.71,7.804435109,192.25,14.753,160,230,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,S3000T2MnCl2-5,0.0626,80,166.9,1.57,1.93,133.24,-20.16817532,135.812,12.962,105,180,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,S3000T2MnCl2-6,0.0934,80,88.89,0.84,1.56,94.39,6.192246208,96.475,8.46,78,125,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,S3000T2MnCl2-7,0.1353,80,63.42,0.6,1.41,64.85,2.254661504,66.725,6.879,50,84,21.33
,6,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,S3000T2MnCl2-8,0.193,80,44.24,0.42,0.88,43.74,-1.139633519,44.9,4.588,36,56,21.33
,7,PH052,MESE,04/02/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,MESET2MnCl2-1,0.0108,80,1928.33,18.13,9.99,588.04,-69.50546765,605.513,8.464,586,626,21.75
,7,PH052,MESE,04/02/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,MESET2MnCl2-2,0.0181,80,379.48,3.57,7.33,402.1,5.961897049,414.938,4.972,403,428,21.75
,7,PH052,MESE,04/02/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,MESET2MnCl2-3,0.0282,80,267.29,2.51,5.24,278.62,4.239690781,287.788,3.374,277,294,21.75
,7,PH052,MESE,04/02/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,MESET2MnCl2-4,0.0434,80,175.05,1.65,3.45,187.1,6.885795503,193.137,3.018,186,198,21.75
,7,PH052,MESE,04/02/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,MESET2MnCl2-5,0.0626,80,166.9,1.57,2.55,136.82,-18.02392356,141.287,2.051,135,145,21.75
,7,PH052,MESE,04/02/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,MESET2MnCl2-6,0.0934,80,88.89,0.84,1.71,95.45,7.379159041,98.438,2.157,93,102,21.75
,7,PH052,MESE,04/02/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,MESET2MnCl2-7,0.1353,80,63.42,0.6,1.18,65.55,3.359540465,67.612,1.626,64,70,21.75
,7,PH052,MESE,04/02/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,MESET2MnCl2-8,0.193,80,44.24,0.42,0.85,48.22,8.992887531,49.712,1.477,46,53,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,S1500T2MnCl2-1,0.0108,80,1928.33,18.13,5.42,558.02,-71.06212007,567.5,36.544,500,650,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,S1500T2MnCl2-2,0.0181,80,379.48,3.57,5.63,340.15,-10.36374425,350,28.684,300,400,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,S1500T2MnCl2-3,0.0282,80,267.29,2.51,3.2,258.53,-3.275971683,264.125,18.19,220,300,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,S1500T2MnCl2-4,0.0434,80,175.05,1.65,2.02,199.46,13.94289919,203,16.566,170,250,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,S1500T2MnCl2-5,0.0626,80,166.9,1.57,1.67,130.64,-21.72375752,133.562,11.029,110,160,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,S1500T2MnCl2-6,0.0934,80,88.89,0.84,1.45,99.92,12.40984737,102.45,8.223,82,125,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,S1500T2MnCl2-7,0.1353,80,63.42,0.6,1.42,67.26,6.051383637,69.75,7.011,54,88,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,S1500T2MnCl2-8,0.193,80,44.24,0.42,0.91,45.9,3.759591891,47.5,6.175,36,62,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,S3000T2MnCl2-1,0.0108,80,1928.33,18.13,7.24,568.58,-70.51453906,581.25,37.632,500,700,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,S3000T2MnCl2-2,0.0181,80,379.48,3.57,5.38,346.83,-8.603592044,356.25,25.625,300,450,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,S3000T2MnCl2-3,0.0282,80,267.29,2.51,3.66,255.22,-4.515128298,261.625,18.586,210,300,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,S3000T2MnCl2-4,0.0434,80,175.05,1.65,2.66,192.34,9.879631126,197,17.24,160,240,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,S3000T2MnCl2-5,0.0626,80,166.9,1.57,1.93,127.86,-23.38832315,131.25,11.867,110,170,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,S3000T2MnCl2-6,0.0934,80,88.89,0.84,1.56,98.54,10.85298751,101.275,7.94,82,125,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,S3000T2MnCl2-7,0.1353,80,63.42,0.6,1.41,65.86,3.843852856,68.325,6.312,54,86,21.75
,7,PH052,MRF,04/02/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,S3000T2MnCl2-8,0.193,80,44.24,0.42,0.88,43.49,-1.688082555,45.025,5.062,34,56,21.75
,8,PH053,MESE,06/02/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,MESET2MnCl2-1,0.0108,80,1928.33,18.13,9.99,588.23,-69.49541117,601.712,7.426,586,626,21.35
,8,PH053,MESE,06/02/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,MESET2MnCl2-2,0.0181,80,379.48,3.57,7.33,399.46,5.265796706,409.363,4.982,397,419,21.35
,8,PH053,MESE,06/02/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,MESET2MnCl2-3,0.0282,80,267.29,2.51,5.24,277.32,3.751091925,284.387,3.52,274,290,21.35
,8,PH053,MESE,06/02/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,MESET2MnCl2-4,0.0434,80,175.05,1.65,3.45,187.12,6.895544877,191.775,3.015,184,198,21.35
,8,PH053,MESE,06/02/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,MESET2MnCl2-5,0.0626,80,166.9,1.57,2.55,136.34,-18.31064054,139.787,2.191,133,143,21.35
,8,PH053,MESE,06/02/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,MESET2MnCl2-6,0.0934,80,88.89,0.84,1.71,94.63,6.460184521,96.938,1.964,92,101,21.35
,8,PH053,MESE,06/02/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,MESET2MnCl2-7,0.1353,80,63.42,0.6,1.18,65.25,2.882045105,66.838,1.579,63,70,21.35
,8,PH053,MESE,06/02/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,MESET2MnCl2-8,0.193,80,44.24,0.42,0.85,47.85,8.155143566,49,1.509,45,53,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,S1500T2MnCl2-1,0.0108,80,1928.33,18.13,5.42,549.56,-71.50071951,556.875,34.443,450,650,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,S1500T2MnCl2-2,0.0181,80,379.48,3.57,5.63,349.28,-7.95886168,356.875,26.077,300,400,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,S1500T2MnCl2-3,0.0282,80,267.29,2.51,3.2,258.06,-3.452550811,262.375,18.572,220,300,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,S1500T2MnCl2-4,0.0434,80,175.05,1.65,2.02,189.52,8.26441777,192.25,15.008,160,230,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,S1500T2MnCl2-5,0.0626,80,166.9,1.57,1.67,136.62,-18.14066054,138.875,10.761,115,170,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,S1500T2MnCl2-6,0.0934,80,88.89,0.84,1.45,103.27,16.18196036,105.225,8.732,84,130,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,S1500T2MnCl2-7,0.1353,80,63.42,0.6,1.42,67.85,6.989019352,69.775,6.705,56,86,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,S1500T2MnCl2-8,0.193,80,44.24,0.42,0.91,47.24,6.788463783,48.475,6.966,34,64,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,S3000T2MnCl2-1,0.0108,80,1928.33,18.13,7.24,552.1,-71.36907702,561.875,33.98,500,650,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,S3000T2MnCl2-2,0.0181,80,379.48,3.57,5.38,352.11,-7.212769349,359.375,25.275,300,450,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,S3000T2MnCl2-3,0.0282,80,267.29,2.51,3.66,252.81,-5.417274266,257.75,18,210,290,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,S3000T2MnCl2-4,0.0434,80,175.05,1.65,2.66,183.16,4.632079744,186.75,14.65,160,230,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,S3000T2MnCl2-5,0.0626,80,166.9,1.57,1.93,133.08,-20.26565105,135.688,11.685,115,170,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,S3000T2MnCl2-6,0.0934,80,88.89,0.84,1.56,97.87,10.10799724,99.987,7.61,82,120,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,S3000T2MnCl2-7,0.1353,80,63.42,0.6,1.41,65.57,3.39279317,67.475,5.951,52,84,21.35
,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,S3000T2MnCl2-8,0.193,80,44.24,0.42,0.88,45.19,2.15488191,46.375,5.729,36,60,21.35
,9,PH054,MESE,07/02/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,MESET2MnCl2-1,0.0108,80,1928.33,18.13,9.99,589.18,-69.44602725,604.462,9.002,583,625,21.53
,9,PH054,MESE,07/02/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,MESET2MnCl2-2,0.0181,80,379.48,3.57,7.33,397.73,4.809106686,408.95,7.158,391,425,21.53
,9,PH054,MESE,07/02/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,MESET2MnCl2-3,0.0282,80,267.29,2.51,5.24,277.12,3.678975178,285.137,4.304,267,291,21.53
,9,PH054,MESE,07/02/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,MESET2MnCl2-4,0.0434,80,175.05,1.65,3.45,186.44,6.505610672,191.713,2.71,185,196,21.53
,9,PH054,MESE,07/02/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,MESET2MnCl2-5,0.0626,80,166.9,1.57,2.55,136.37,-18.29366104,140.275,2.423,134,146,21.53
,9,PH054,MESE,07/02/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,MESET2MnCl2-6,0.0934,80,88.89,0.84,1.71,94.11,5.874735543,96.725,2.536,89,101,21.53
,9,PH054,MESE,07/02/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,MESET2MnCl2-7,0.1353,80,63.42,0.6,1.18,64.77,2.1330265,66.575,2.243,57,70,21.53
,9,PH054,MESE,07/02/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,MESET2MnCl2-8,0.193,80,44.24,0.42,0.85,46.97,6.169108459,48.275,3.322,38,52,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,S1500T2MnCl2-1,0.0108,80,1928.33,18.13,5.42,549.21,-71.518886,557.5,38.236,500,650,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,S1500T2MnCl2-2,0.0181,80,379.48,3.57,5.63,340.76,-10.20218722,349.375,24.513,300,400,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,S1500T2MnCl2-3,0.0282,80,267.29,2.51,3.2,256.24,-4.135370872,261.125,17.062,230,290,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,S1500T2MnCl2-4,0.0434,80,175.05,1.65,2.02,195.53,11.69805489,198.625,15.891,160,250,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,S1500T2MnCl2-5,0.0626,80,166.9,1.57,1.67,139.39,-16.48531901,141.938,12.815,120,170,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,S1500T2MnCl2-6,0.0934,80,88.89,0.84,1.45,101.1,13.73723761,103.312,10.389,80,130,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,S1500T2MnCl2-7,0.1353,80,63.42,0.6,1.42,66.5,4.850353542,68.675,6.817,54,88,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,S1500T2MnCl2-8,0.193,80,44.24,0.42,0.91,43.5,-1.663701263,44.9,5.611,34,60,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,S3000T2MnCl2-1,0.0108,80,1928.33,18.13,7.24,557.05,-71.11256022,568.125,35.795,500,650,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,S3000T2MnCl2-2,0.0181,80,379.48,3.57,5.38,339.77,-10.4655896,348,30.456,290,450,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,S3000T2MnCl2-3,0.0282,80,267.29,2.51,3.66,252.15,-5.663689889,257.75,20.125,220,300,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,S3000T2MnCl2-4,0.0434,80,175.05,1.65,2.66,188.05,7.429067698,192.125,17.696,150,240,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,S3000T2MnCl2-5,0.0626,80,166.9,1.57,1.93,133.29,-20.13754013,136.25,14.109,105,180,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,S3000T2MnCl2-6,0.0934,80,88.89,0.84,1.56,96.22,8.244345348,98.612,9.752,76,130,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,S3000T2MnCl2-7,0.1353,80,63.42,0.6,1.41,63.74,0.509204276,65.9,6.045,50,84,21.53
,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,S3000T2MnCl2-8,0.193,80,44.24,0.42,0.88,41.99,-5.095473799,43.325,4.533,34,56,21.53
,10,PH055,MESE,10/02/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,MESET2MnCl2-1,0.0108,80,1928.33,18.13,9.99,582.89,-69.77221207,595.875,8.106,572,614,21.3
