num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,long_name,conc,area,ref,ref_sd,temp_coef,tc_mean,tc_rd,mean,stdv,min,max,temp
,12,PH058,VFA,12/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,826.37,2.642000187,851.638,35.418,759,927,21.05
,12,PH058,VFA,12/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,653.31,8.893080638,672,32.476,602,724,21.05
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2543.86,-15.91030815,2657.213,56.872,2535,2784,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2455.61,12.35707903,2549.688,59.746,2430,2657,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2071.48,8.952104466,2153.488,52.21,2029,2248,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1551.56,0.102158219,1608.862,30.787,1535,1673,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1489.58,-1.401636608,1542.15,47.145,1422,1628,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1071.12,4.353473224,1116.612,14.032,1078,1148,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,832.95,3.459356447,869.288,32.743,795,931,21.51
,13,PH059,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,661.8,10.30803469,688.675,29.594,622,752,21.51
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2521.68,-16.64324089,2631.287,59.841,2475,2739,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2403.66,9.98019285,2494.625,86.944,2275,2624,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,1984.46,4.375048236,2063.75,58.61,1912,2185,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1592.01,2.711695347,1647.412,32.694,1552,1703,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1433.88,-5.089146536,1484.7,37.115,1397,1573,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1083.58,5.568316069,1127.575,28.574,1035,1182,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,820.92,1.964536262,856.05,44.902,738,926,21.46
,14,PH060,VFA,14/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,654.11,9.024910046,680.087,46.36,581,750,21.46
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2493.19,-17.58507179,2620.812,47.328,2487,2749,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2523.63,15.46954703,2629.55,77.08,2504,2810,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2116.05,11.29624567,2208.375,50.45,2082,2327,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1597.89,3.091115909,1662.4,27.847,1616,1743,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1461.73,-3.245224274,1520.912,44.797,1412,1617,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1064.97,3.754431556,1116.188,18.259,1067,1171,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,823.37,2.268799967,864.275,29.348,802,919,21.7
,15,PH061,VFA,17/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,661.2,10.20700987,691.45,29.485,618,737,21.7
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2474.77,-18.19417317,2578.363,51.033,2446,2729,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2515.35,15.09034059,2601.325,73.272,2412,2803,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2056.94,8.187298535,2131.887,62.34,2027,2384,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1559.3,0.601067192,1611.662,25.454,1554,1666,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1477.15,-2.224831886,1525.188,62.609,1375,1654,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1079.03,5.12478054,1120.612,18.005,1071,1170,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,822.25,2.130618029,855.462,50.72,742,977,21.38
,16,PH062,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,667.49,11.2561629,692.05,40.282,611,775,21.38
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2549.66,-15.71851425,2673.525,51.503,2570,2820,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2448.19,12.01745747,2550.988,58.837,2341,2672,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,1995.12,4.935548943,2084.725,50.65,1982,2186,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1595.51,2.93771416,1658.125,25.039,1606,1709,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1453.96,-3.759629275,1511.4,44.516,1406,1612,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1110.26,8.167154433,1159.975,18.986,1115,1213,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,832.59,3.415018162,872.3,41.825,766,945,21.65
,17,PH063,VFA,19/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,669.95,11.66573468,699.312,41.451,608,769,21.65
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2518.47,-16.74939335,2627.325,46.753,2525,2716,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2429.85,11.17834252,2520.188,65.937,2393,2654,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2054.89,8.079398414,2133.637,52.087,2035,2249,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1592.39,2.736176999,1647.412,22.791,1597,1697,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1473.59,-2.460660542,1524.062,50.001,1412,1650,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1068.34,4.082710843,1112.025,17.513,1076,1146,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,828.97,2.96474003,863.862,33.07,781,925,21.45
,18,PH064,VFA,20/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,660.6,10.10680769,686.4,32.117,615,740,21.45
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2524.83,-16.53937081,2629.925,55.273,2434,2739,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2463.01,12.6958257,2550.238,59.166,2430,2689,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2066.51,8.690320809,2142.537,62.198,2005,2270,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1525.23,-1.597085135,1578.35,32.576,1515,1678,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1489.55,-1.403869589,1538.287,41.415,1425,1647,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1075.07,4.738528719,1117.25,18.59,1077,1168,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,828.82,2.946630813,862.513,33.44,788,923,21.4
,19,PH065,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,661.86,10.31761597,686.775,35.439,611,750,21.4
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2514.8,-16.87086655,2649.925,53.215,2524,2768,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2421.19,10.78226591,2533.338,59.893,2398,2642,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2030.27,6.784511962,2128.025,57.407,2029,2245,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1571.3,1.375312663,1639.6,28.796,1587,1702,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1475.28,-2.34866559,1537.938,40.131,1442,1622,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1073.52,4.587316134,1127.75,16.962,1087,1171,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,831.82,3.319178133,875.138,34.458,793,935,21.8
,20,PH066,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,661.22,10.21042163,693.25,33.627,617,761,21.8
,21,PH067,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2536.64,-16.14876547,2663.512,41.303,2545,2780,21.69
,21,PH067,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2515.96,15.11828557,2621.25,56.425,2479,2746,21.69
,21,PH067,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2059.12,8.30184553,2150.9,41.164,2052,2238,21.69
,21,PH067,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1635.5,5.517241453,1699.625,23.364,1656,1751,21.69
,21,PH067,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1451.34,-3.932883797,1510.175,39.405,1416,1592,21.69
,21,PH067,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1100.58,7.224059518,1151.5,20.892,1104,1204,21.69
,21,PH067,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,815.99,1.353216876,856.663,36.693,759,949,21.69
,21,PH067,VFA,21/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,654.1,9.024089851,684.175,38.609,588,754,21.69
,22,PH068,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2569.56,-15.06053621,2688.175,69.818,2493,2841,21.58
,22,PH068,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2454.1,12.28788411,2552.537,69.045,2378,2713,21.58
,22,PH068,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2073.51,9.058481043,2159.312,58.446,2010,2279,21.58
,22,PH068,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1542.35,-0.492573649,1602.3,25.297,1557,1655,21.58
,22,PH068,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1493.32,-1.154198564,1548.325,37.579,1438,1626,21.58
,22,PH068,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1068.53,4.101813005,1116.138,18.805,1075,1159,21.58
,22,PH068,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,827.55,2.78894485,865.575,28.719,798,924,21.58
,22,PH068,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,656.82,9.477534061,684.938,32.23,616,752,21.58
,23,PH069,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2531.92,-16.30474449,2652.037,51.023,2494,2779,21.6
,23,PH069,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2493.89,14.10857462,2593.575,62.983,2436,2700,21.6
,23,PH069,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2032.93,6.924490356,2119.825,45.115,2016,2222,21.6
,23,PH069,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1568.7,1.207646906,1629.412,32.215,1572,1726,21.6
,23,PH069,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1500.76,-0.661614037,1556.463,51.573,1412,1677,21.6
,23,PH069,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1073.12,4.548447986,1121.325,15.045,1086,1162,21.6
,23,PH069,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,819.26,1.75885156,857.763,30.535,781,908,21.6
,23,PH069,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,649.95,8.332640041,678.425,34.165,607,750,21.6
,24,PH070,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2521.39,-16.65305549,2641.5,47.415,2548,2766,21.6
,24,PH070,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2539.18,16.18073985,2638.863,70.911,2521,2811,21.6
,24,PH070,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2059.72,8.333435909,2146.613,64.942,2002,2261,21.6
,24,PH070,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1521.69,-1.825424488,1582.4,25.609,1525,1644,21.6
,24,PH070,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1489.79,-1.388135788,1545.487,52.117,1431,1662,21.6
,24,PH070,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1075.54,4.784703746,1123.75,24.055,1069,1174,21.6
,24,PH070,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,831.35,3.260155746,869.85,47.593,750,978,21.6
,24,PH070,VFA,24/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,668.42,11.41001187,696.888,43.086,598,764,21.6
,25,PH071,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2507.07,-17.12622306,2629.438,50.908,2516,2768,21.63
,25,PH071,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2450.43,12.12022752,2551.988,54.685,2427,2655,21.63
,25,PH071,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2063.6,8.537655846,2152.125,54.62,2041,2265,21.63
,25,PH071,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1547.11,-0.185105397,1608.963,31.083,1523,1683,21.63
,25,PH071,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1471.03,-2.629652972,1527.775,46.17,1404,1622,21.63
,25,PH071,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1071.19,4.360524128,1120.3,20.615,1078,1170,21.63
,25,PH071,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,821.19,1.998334654,860.413,42.257,764,949,21.63
,25,PH071,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,666.22,11.04384425,695.225,37.634,612,782,21.63
,26,PH072,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2591.01,-14.3514628,2721.637,57.619,2572,2901,21.74
,26,PH072,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2523.99,15.48592003,2632.4,57.454,2485,2753,21.74
,26,PH072,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2121.83,11.60013167,2216.325,57.857,2085,2327,21.74
,26,PH072,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1587.7,2.433504658,1653.725,27.827,1599,1709,21.74
,26,PH072,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1501.69,-0.60029457,1562.263,47.952,1424,1700,21.74
,26,PH072,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1099.26,7.095603469,1151.688,17.441,1107,1184,21.74
,26,PH072,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,847.1,5.217183751,888.975,43.298,787,1007,21.74
,26,PH072,VFA,25/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,VFAT1MnCl2-8,0.193,80,599.96,15,17.8,682.46,13.75111075,713.425,37.168,622,778,21.74
,27,PH073,VFA,26/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,VFAT1MnCl2-1,0.0108,80,3025.17,75.63,75.07,2542.35,-15.9599699,2631.688,53.017,2500,2759,21.19
,27,PH073,VFA,26/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,VFAT1MnCl2-2,0.0181,80,2185.54,54.64,62.3,2470.72,13.0485462,2544.863,51.873,2427,2654,21.19
,27,PH073,VFA,26/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,VFAT1MnCl2-3,0.0282,80,1901.28,47.53,54.31,2024.25,6.467736564,2088.875,41.891,1994,2192,21.19
,27,PH073,VFA,26/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,VFAT1MnCl2-4,0.0434,80,1549.98,38.75,37.95,1626.94,4.965494707,1672.1,27.067,1608,1736,21.19
,27,PH073,VFA,26/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,VFAT1MnCl2-5,0.0626,80,1510.76,37.77,34.81,1463.66,-3.117482934,1505.088,47.76,1395,1607,21.19
,27,PH073,VFA,26/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,VFAT1MnCl2-6,0.0934,80,1026.43,25.66,30.13,1105.28,7.682260678,1141.138,19.94,1097,1191,21.19
,27,PH073,VFA,26/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,VFAT1MnCl2-7,0.1353,80,805.1,20.13,24.06,831.4,3.266895537,860.038,45.008,747,951,21.19
